budget,genres,id,keywords,original_language,popularity,production_companies,production_countries,revenue,runtime,status,title,vote_average,vote_count,cast,year,director,producer
0,Animation | Family,17710,Animation | Family,en,5.856363,Paramount Pictures | Nickelodeon Movies | Nickelodeon Animation Studios | Paramount Animation | Snee-Oosh Productions,United States of America,0,76.0,Released,Hey Arnold! The Movie,5.6,62,Spencer Klein | Francesca Smith,2002,Tuck Tucker,Albie Hecht
6400000,Drama,75900,Drama,en,21.006078,BBC Films | The Weinstein Company | UK Film Council | Lip Sync Post | Trademark Films,United Kingdom,35057696,99.0,Released,My Week with Marilyn,6.6,406,Michelle Williams | Eddie Redmayne,2011,Simon Curtis,Harvey Weinstein
10000000,Action | Comedy | Crime | Drama | Thriller,9515,Action | Comedy | Crime | Drama | Thriller,en,5.647538,Miramax Films,Germany | United States of America,17297244,96.0,Released,The Matador,6.2,136,Pierce Brosnan | Greg Kinnear,2005,Richard Shepard,Pierce Brosnan
10000000,Comedy | Drama | Romance,27322,Comedy | Drama | Romance,en,1.000178,New Line Cinema | Addis Wechsler Pictures,United States of America,0,104.0,Released,Love Jones,8.1,12,Larenz Tate | Nia Long,1997,Theodore Witcher,
5000000,Thriller | Mystery,328425,Thriller | Mystery,en,27.247013,Blumhouse Productions | Blue-Tongue Films | Huayi Brothers Media | STX Entertainment | Ahimsa Films,United States of America,58978653,108.0,Released,The Gift,6.7,1049,Jason Bateman | Rebecca Hall,2015,Joel Edgerton,Luc Etienne
0,Adventure | Drama,14120,Adventure | Drama,en,1.83428,Bearing Fruit Entertainment | every tribe entertainment,United States of America,0,108.0,Released,End of the Spear,6.1,15,Louie Leonardo | Chad Allen,2005,Jim Hanon,
10000000,Comedy | Romance,10050,Comedy | Romance,en,11.592129,Miramax,United States of America,0,87.0,Released,Get Over It,5.5,75,Kirsten Dunst | Ben Foster,2001,Tommy O'Haver,Paul Feldsher
10000000,Comedy | Crime,1542,Comedy | Crime,en,18.366362,Twentieth Century Fox Film Corporation | Cubicle Inc.,United States of America,12827813,89.0,Released,Office Space,7.4,1050,Ron Livingston | Jennifer Aniston,1999,Mike Judge,Michael Rotenberg
10000000,Comedy,10490,Comedy,en,6.736274,New Line Cinema | Capella International | KC Medien AG,United States of America,10571408,98.0,Released,Drop Dead Gorgeous,6.4,86,Kirsten Dunst | Ellen Barkin,1999,Michael Patrick Jann,Lona Williams
10000000,Drama,87093,Drama,en,28.570174,The Weinstein Company | Silverwood Films | Electric City Entertainment | Tim Burton Productions,Canada | United States of America,28883511,105.0,Released,Big Eyes,6.8,1196,Amy Adams | Christoph Waltz,2014,Tim Burton,Tim Burton
30000000,Comedy | Crime | Thriller,10029,Comedy | Crime | Thriller,en,5.671691,Initial Entertainment Group (IEG) | Interscope Communications | VBT Productions | Ballpark Productions Partnership,United States of America,9898412,100.0,Released,Very Bad Things,6.2,179,Jon Favreau | Leland Orser,1998,Peter Berg,Christian Slater
0,Comedy | Family,9893,Comedy | Family,en,5.842299,Unknown,United States of America,0,89.0,Released,Sleepover,5.3,101,Alexa PenaVega | Mika Boorem,2004,Joe Nussbaum,Charles Weinstock
10000000,Crime | Mystery | Horror | Thriller,11507,Crime | Mystery | Horror | Thriller,en,9.525626,Columbia Pictures Corporation | Delphi II Productions,United States of America,8801940,114.0,Released,Body Double,6.4,137,Craig Wasson | Melanie Griffith,1984,Brian De Palma,Brian De Palma
10000000,Action | Adventure | Comedy,37931,Action | Adventure | Comedy,en,14.038512,Relativity Media,United States of America,6110000,90.0,Released,MacGruber,5.1,179,Will Forte | Kristen Wiig,2010,Jorma Taccone,
0,Crime | Drama | Thriller,3472,Crime | Drama | Thriller,en,9.177896,Miramax Films | BBC Films | Celador Productions | Jonescompany Productions,United Kingdom,0,97.0,Released,Dirty Pretty Things,6.8,131,Chiwetel Ejiofor | Audrey Tautou,2002,Stephen Frears,David M. Thompson
6000000,Comedy,87818,Comedy,en,35.350303,Greenestreet Films | Relativity Media | Virgin Produced | Wessler Entertainment | Witness Protection Films,United States of America,32438988,90.0,Released,Movie 43,4.4,797,Anna Faris | Emma Stone,2013,Griffin Dunne,Peter Farrelly
10000000,Comedy,13160,Comedy,en,12.067921,The Safran Company | Gold Circle Films | Dead Fiancée Productions,United States of America,0,95.0,Released,Over Her Dead Body,5.3,145,Eva Longoria | Jason Biggs,2008,Jeff Lowell,Paul Brooks
10000000,Comedy | Drama | Romance | Science Fiction,88005,Comedy | Drama | Romance | Science Fiction,en,30.863082,Mandate Pictures | Indian Paintbrush | Anonymous Content | Focus Features,United States of America,9636289,101.0,Released,Seeking a Friend for the End of the World,6.3,700,Steve Carell | Keira Knightley,2012,Lorene Scafaria,Steve Golin
0,Comedy,52067,Comedy,en,10.254807,Ad Hominem Enterprises,United States of America,6861102,87.0,Released,Cedar Rapids,5.9,135,Anne Heche | Ed Helms,2011,Miguel Arteta,
0,Horror | Thriller,134597,Horror | Thriller,en,16.361743,Fortress Features | LD Entertainment,United States of America,6842058,94.0,Released,The Collection,5.9,289,Josh Stewart | Christopher McDonald,2012,Marcus Dunstan,Brett Forbes
10000000,Animation | Drama | Family | Music,24034,Animation | Drama | Family | Music,en,1.374409,Walt Disney Pictures | Walt Disney Television Animation,United States of America,0,74.0,Released,Teacher's Pet,5.5,2,Nathan Lane | Kelsey Grammer,2004,Timothy Bjorklund,Stephen Swofford
18000000,Drama | Thriller | Mystery | Music | Romance,14283,Drama | Thriller | Mystery | Music | Romance,en,6.18869,Rhombus Media | Channel Four Films,Canada | Italy | United Kingdom,9495408,131.0,Released,The Red Violin,7.3,99,Carlo Cecchi | Irene Grazioli,1998,François Girard,
10000000,Drama,404,Drama,en,15.280261,"Walt Disney Pictures | Channel Four Films | Asymmetrical Productions | Les Films Alain Sarde | The Picture Factory | StudioCanal | Canal+ | CiBy 2000 | The Straight Story, Inc",United States of America,0,112.0,Released,The Straight Story,7.7,306,Richard Farnsworth | Sissy Spacek,1999,David Lynch,Mary Sweeney
0,Action | Crime | Drama | Romance,13201,Action | Crime | Drama | Romance,en,0.753481,United Artists,Germany | United States of America,0,96.0,Released,Deuces Wild,5.5,34,Stephen Dorff | Fairuza Balk,2002,Scott Kalvert,
9500000,Comedy,209403,Comedy,en,14.105392,Darko Entertainment | Aggregate Film,United States of America,7800000,88.0,Released,Bad Words,6.4,334,Jason Bateman | Kathryn Hahn,2013,Jason Bateman,
10000000,Comedy | Romance,7942,Comedy | Romance,en,14.905357,Entertainment Films | Material Entertainment | Beech Hill Films,United Kingdom,33000000,100.0,Released,"Run, Fatboy, Run",6.2,238,Simon Pegg | Thandie Newton,2007,David Schwimmer,Robert Jones
10000000,Comedy | Romance | Family,73247,Comedy | Romance | Family,en,0.518056,Universal Pictures,United States of America,2154696,79.0,Released,Heartbeeps,3.8,6,Andy Kaufman | Bernadette Peters,1981,Allan Arkush,Michael Phillips
9000000,Drama,253331,Drama,en,12.172131,Treehouse Pictures,United States of America,21571189,121.0,Released,Black or White,6.5,115,Kevin Costner | Jillian Estell,2014,Mike Binder,Kevin Costner
0,Comedy | Family | Romance,34043,Comedy | Family | Romance,en,3.084874,Miramax Films | Tapestry Films | A Happy Place,United States of America,0,85.0,Released,On the Line,4.1,10,Lance Bass | Joey Fatone,2001,Eric Bross,Peter Abrams
10000000,Adventure | Drama | War,9952,Adventure | Drama | War,en,17.078656,Metro-Goldwyn-Mayer (MGM),United States of America,7177143,126.0,Released,Rescue Dawn,6.9,336,Christian Bale | Steve Zahn,2006,Werner Herzog,Elie Samaha
10000000,Comedy | Drama | Music,256924,Comedy | Drama | Music,en,16.318608,Big Indie Pictures | ShivHans Pictures,United States of America,10835752,107.0,Released,Danny Collins,6.6,183,Al Pacino | Annette Bening,2015,Dan Fogelman,
10000000,Drama | Comedy,82532,Drama | Comedy,en,10.409155,Indian Paintbrush,United States of America,4417580,83.0,Released,"Jeff, Who Lives at Home",6.1,217,Jason Segel | Ed Helms,2011,Jay Duplass,Russell Smith
0,Drama | Romance,41110,Drama | Romance,it,5.355763,Rai Cinema,Italy,0,120.0,Released,I Am Love,6.9,73,Tilda Swinton | Flavio Parenti,2009,Luca Guadagnino,Tilda Swinton
0,Drama | Science Fiction | Mystery,134371,Drama | Science Fiction | Mystery,en,4.725357,Cinema Vehicle Services | Atlas 2 Productions,United States of America,0,112.0,Released,Atlas Shrugged Part II,5.4,41,Samantha Mathis | Jason Beghe,2012,John Putch,Harmon Kaslow
11500000,Action | Crime | Drama | Thriller,2088,Action | Crime | Drama | Thriller,en,4.850402,Working Title Films | Polygram Filmed Entertainment | Hilary Henkin,United Kingdom | United States of America,3275585,100.0,Released,Romeo Is Bleeding,5.7,36,Gary Oldman | Lena Olin,1993,Peter Medak,Hilary Henkin
10000000,Action | Crime | Drama | Mystery | Thriller,10388,Action | Crime | Drama | Mystery | Thriller,en,8.902102,Artisan Entertainment,United States of America,3193102,89.0,Released,The Limey,6.6,105,Terence Stamp | Lesley Ann Warren,1999,Steven Soderbergh,John Hardy
6500000,Drama,1640,Drama,en,28.223163,Blackfriars Bridge Films | Yari Film Group | Bob Yari Productions | ApolloProScreen Filmproduktion | Bull's Eye Entertainment | DEJ Productions | Harris Company,Germany | United States of America,98410061,112.0,Released,Crash,7.2,1149,Sandra Bullock | Don Cheadle,2004,Paul Haggis,Paul Haggis
10000000,Drama | Romance,25520,Drama | Romance,en,3.007816,"Granada Film Productions | Arts Council of England | Diaphana Films | The Glasgow Film Fund | National Lottery | Showtime Networks | Filmfour | Scottish Arts Council, The | Three Rivers Production | Progres Film Distribution | Kinowelt Median",United Kingdom | France | Germany | United States of America,5164404,140.0,Released,The House of Mirth,6.4,25,Gillian Anderson | Dan Aykroyd,2000,Terence Davies,Pippa Cross
0,Action | Thriller,27342,Action | Thriller,en,1.610132,Orion Pictures,United States of America,0,92.0,Released,Malone,6.8,15,Burt Reynolds | Cliff Robertson,1987,Harley Cokeliss,Léo L. Fuchs
0,Drama | Romance,13689,Drama | Romance,en,8.326131,Universal,Germany | United States of America,0,120.0,Released,Peaceful Warrior,7.3,90,Scott Mechlowicz | Nick Nolte,2006,Victor Salva,
10000000,Comedy,67911,Comedy,en,3.919057,Columbia Pictures | Happy Madison Productions,United States of America,0,97.0,Released,Bucky Larson: Born to Be a Star,4.4,51,Nick Swardson | Christina Ricci,2011,Tom Brady,
0,Comedy | Drama,24664,Comedy | Drama,en,2.23411,New Line Cinema | 40 Acres & A Mule Filmworks,United States of America,0,135.0,Released,Bamboozled,6.3,24,Damon Wayans | Savion Glover,2000,Spike Lee,Jon Kilik
10000000,Horror | Thriller,329440,Horror | Thriller,en,19.865989,Lava Bear Films | AI-Film | Phantom Four Films,United States of America,40055439,95.0,Released,The Forest,4.8,448,Natalie Dormer | Taylor Kinney,2016,Jason Zada,Lawrence Bender
14000000,Adventure | Mystery | Thriller,47890,Adventure | Mystery | Thriller,en,0.310513,Orion Pictures | S & L Films,Netherlands | United States of America,439564,118.0,Released,Sphinx,6.0,2,Lesley-Anne Down | Frank Langella,1981,Franklin J. Schaffner,Franklin J. Schaffner
10000000,Comedy | Drama | Mystery,252512,Comedy | Drama | Mystery,en,19.263477,Scott Rudin Productions | A24,United States of America,7587485,97.0,Released,While We're Young,5.8,383,Ben Stiller | Naomi Watts,2015,Noah Baumbach,Scott Rudin
10000000,Drama,55720,Drama,en,4.123533,Summit Entertainment | Witt/Thomas Productions | Depth of Field | McLaughlin Films | Lime Orchard Productions,United States of America,1759252,98.0,Released,A Better Life,7.0,54,Demián Bichir | José Julián,2011,Chris Weitz,Paul Junger Witt
0,Drama | Mystery | Thriller,9613,Drama | Mystery | Thriller,en,6.948401,Téléfilm Canada | Capitol Films | Canadian Film or Video Production Tax Credit (CPTC) | Metropolitan Films | Grosvenor Park Productions | Odeon Films | Catherine Bailey Ltd. | Artists Independent Network,Canada | United Kingdom,0,98.0,Released,Spider,6.4,168,Ralph Fiennes | Miranda Richardson,2002,David Cronenberg,David Cronenberg
10000000,Action | Comedy | Romance | Thriller,29076,Action | Comedy | Romance | Thriller,en,3.988432,Hollywood Pictures | Fortis Films,United States of America,1631839,101.0,Released,Gun Shy,5.4,24,Sandra Bullock | Liam Neeson,2000,Eric Blakeney,
0,Adventure | Drama | Action | Family,29339,Adventure | Drama | Action | Family,en,5.099923,United Artists Corporation | Hart-Sharp Entertainment | Potboiler Productions,United Kingdom | United States of America,0,132.0,Released,Nicholas Nickleby,6.8,49,Charlie Hunnam | Nathan Lane,2002,Douglas McGrath,
20000000,Thriller | Crime | Drama,68812,Thriller | Crime | Drama,en,19.494703,Bleiberg Entertainment | Millennium Films,United States of America,1969193,105.0,Released,The Iceman,6.4,365,Michael Shannon | Winona Ryder,2012,Ariel Vromen,Ehud Bleiberg
0,Action | Science Fiction,32740,Action | Science Fiction,hi,3.759988,Unknown,Unknown,0,154.0,Released,Krrish,5.5,46,Hrithik Roshan | Naseeruddin Shah,2006,Rakesh Roshan,
10000000,Thriller | Comedy | Crime,14195,Thriller | Comedy | Crime,en,4.176066,Canal+ | Artic Productions LLC | Polar Entertainment Corporation,France | United States of America,0,87.0,Released,Cecil B. Demented,6.2,51,Melanie Griffith | Stephen Dorff,2000,John Waters,Joseph M. Caracciolo Jr.
10000000,Crime | Drama | Thriller,73567,Crime | Drama | Thriller,en,16.436178,Voltage pictures | Worldview Entertainment | ANA Media | Picture Perfect (I),United States of America,3665069,102.0,Released,Killer Joe,6.5,425,Matthew McConaughey | Emile Hirsch,2011,William Friedkin,Scott Einbinder
10000000,Comedy | Drama,41479,Comedy | Drama,en,14.979375,Echo Lake Productions | Premiere Picture,United States of America,7022728,96.0,Released,The Joneses,6.1,210,David Duchovny | Demi Moore,2009,Derrick Borte,
0,Crime | Drama | Thriller,15394,Crime | Drama | Thriller,en,8.045488,Alliance Atlantis Communications | Natural Nylon Entertainment | Téléfilm Canada | Astral Media | Canadian Film or Video Production Tax Credit (CPTC) | Ontario Film and Television Tax Credit (OFTTC),Canada | United Kingdom,0,104.0,Released,Owning Mahowny,6.8,37,Philip Seymour Hoffman | Minnie Driver,2003,Richard Kwietniowski,Edward R. Pressman
0,Comedy,10071,Comedy,en,8.312153,Revolution Studios | TriStar Pictures | Carsey-Werner Company,United States of America,0,93.0,Released,The Brothers Solomon,4.9,46,Will Arnett | Will Forte,2007,Bob Odenkirk,Tom Werner
10000000,Drama | Romance,1989,Drama | Romance,en,10.733761,Block 2 Pictures | Jet Tone Production | StudioCanal | Lou Yi Inc.,China | France | Hong Kong,21786738,111.0,Released,My Blueberry Nights,6.0,190,Norah Jones | Jude Law,2007,Wong Kar-wai,Wong Kar-wai
0,Drama,91076,Drama,en,0.111313,Overseas FilmGroup | GreeneStreet Films | JVC Entertainment Networks | Sogepaq | CDI,Spain | United States of America | Japan,0,119.0,Released,Illuminata,6.3,7,John Turturro | Christopher Walken,1998,John Turturro,John Turturro
10000000,Comedy | Romance,12779,Comedy | Romance,en,4.570043,Screen Gems | SKA Films | Codi S.p.a.,Italy | United Kingdom,598645,89.0,Released,Swept Away,4.8,50,Madonna | Adriano Giannini,2002,Guy Ritchie,Matthew Vaughn
5000000,Action | Adventure | Comedy | Thriller,13191,Action | Adventure | Comedy | Thriller,en,6.265659,Unknown,Bulgaria,1296184,106.0,Released,"War, Inc.",5.6,86,John Cusack | Hilary Duff,2008,Joshua Seftel,
0,Action | Comedy,11770,Action | Comedy,cn,17.54768,Star Overseas | Universe Entertainment,China | Hong Kong,42776760,113.0,Released,Shaolin Soccer,6.6,491,Stephen Chow | Ng Man-Tat,2001,Stephen Chow,Kwok-fai Yeung
10000000,Drama,12703,Drama,en,3.412162,Wild Bunch | Kinétique Inc. | Vincent Gallo Productions,France | Japan | United States of America,0,93.0,Released,The Brown Bunny,5.5,62,Vincent Gallo | Chloë Sevigny,2004,Vincent Gallo,Vincent Gallo
0,Comedy | Crime | Thriller,64559,Comedy | Crime | Thriller,fr,0.627964,Rhône-Alpes Cinéma | TF1 Films Production | Canal+ | Télévision Suisse-Romande (TSR) | MK2 Productions,France | Switzerland,0,105.0,Released,The Swindle,6.4,5,Michel Serrault | Isabelle Huppert,1997,Claude Chabrol,Marin Karmitz
0,Drama,222649,Drama,en,5.75555,Odd Lot Entertainment | International Traders | Busboy Productions,United States of America,0,103.0,Released,Rosewater,6.5,98,Gael García Bernal | Shohreh Aghdashloo,2014,Jon Stewart,Scott Rudin
0,Drama,115872,Drama,en,1.031142,Unknown,France | Italy | Germany | Spain,0,100.0,Released,The Chambermaid on the Titanic,5.3,3,Olivier Martinez | Aitana Sánchez-Gijón,1997,Bigas Luna,
7700000,Drama | Thriller,101173,Drama | Thriller,en,7.554799,BBC Films | Synchronistic Pictures | Icon Entertainment International | Lipsync Productions | Atlantic Swiss Productions | Hermetof Pictures | Magna Films | Kalkronkie | Artemis Films | Lonely Dragon | Magnolia Mae Films,Italy | Serbia and Montenegro | United States of America,1072602,123.0,Released,Coriolanus,5.9,131,Gerard Butler | Ralph Fiennes,2011,Ralph Fiennes,John Logan
10000000,Comedy | Drama,25350,Comedy | Drama,en,2.85283,Signature Pictures | Art Linson Productions | ApolloProMedia GmbH & Co. 1. Filmproduktion KG (I) | QI Quality International GmbH & Co. KG,Belgium | Germany | United States of America,0,111.0,Released,Imaginary Heroes,6.3,29,Sigourney Weaver | Ryan Donowho,2004,Dan Harris,
0,Action | Crime | Comedy,10034,Action | Crime | Comedy,en,1.769593,Fragile Films | Touchstone Pictures,United Kingdom | United States of America,0,86.0,Released,High Heels and Low Lifes,6.4,12,Minnie Driver | Mary McCormack,2001,Mel Smith,Nicky Kentish Barnes
10000000,Comedy | Romance,20178,Comedy | Romance,en,9.805551,Magnolia Pictures | Jerkschool Productions,United States of America,295750,99.0,Released,World's Greatest Dad,6.5,177,Robin Williams | Alexie Gilmore,2009,Bobcat Goldthwait,
0,Horror | Comedy | Thriller,5072,Horror | Comedy | Thriller,en,12.898984,Qwerty Films | Dan Films | Isle of Man Film | HanWay Films | UK Film Council | N1 European Film Produktions GmbH & Co. KG,United Kingdom | Germany | Hungary,0,96.0,Released,Severance,6.4,169,Danny Dyer | Laura Harris,2006,Christopher Smith,Steve Christian
10000000,Drama | Thriller,18191,Drama | Thriller,en,2.803642,First Independent Pictures,United States of America,0,82.0,Released,Edmond,6.0,50,William H. Macy | Joe Mantegna,2005,Stuart Gordon,Chris Hanley
0,Drama,31007,Drama,en,6.085879,Destination Films | Scott Free Productions | Film Rites | Samuel Goldwyn Films | Argonaut Pictures,United States of America,42145,110.0,Released,Welcome to the Rileys,6.4,139,Kristen Stewart | James Gandolfini,2010,Jake Scott,Michael Costigan
0,Comedy | Crime,11546,Comedy | Crime,en,11.946898,Warner Bros.,United States of America,126247,83.0,Released,Police Academy: Mission to Moscow,4.1,178,George Gaynes | G. W. Bailey,1994,Alan Metter,Paul Maslansky
10000000,War | History | Drama,184374,War | History | Drama,es,0.072085,Estudios Churubusco Azteca | Gala Films | Gobierno del Estado de Puebla,Mexico,0,125.0,Released,Cinco de Mayo: La Batalla,5.8,14,Christian Vazquez | Liz Gallardo,2013,Rafa Lara,
10000000,Comedy | Family | Romance,268171,Comedy | Family | Romance,en,2.849895,Riverside Entertainment | Rio Negro | Media House Capital | Cuatro Plus Films | Defiant Pictures | Creative Andina,United States of America,0,104.0,Released,Elsa & Fred,6.2,31,Shirley MacLaine | Christopher Plummer,2014,Michael Radford,Matthias Emcke
0,Comedy | Drama | Romance,24663,Comedy | Drama | Romance,en,1.388136,Unknown,Unknown,0,90.0,Released,The Open Road,4.8,19,Justin Timberlake | Jeff Bridges,2009,Michael Meredith,
3200000,Comedy | Romance,39037,Comedy | Romance,en,2.631688,Belladonna Productions | Whitest Pouring Films,United States of America,0,90.0,Released,The Good Guy,5.4,59,Alexis Bledel | Colin Egglesfield,2009,Julio DePietro,
0,Comedy | Drama,22805,Comedy | Drama,en,10.955567,John Wells Productions,United States of America,0,90.0,Released,Motherhood,4.7,44,Uma Thurman | Minnie Driver,2009,Katherine Dieckmann,
0,Drama | Family,39055,Drama | Family,en,0.122874,Rigel Entertainment,Canada,140987,94.0,Released,Free Style,5.8,4,Corbin Bleu | Sandra Echeverría,2008,William Dear,
10000000,Drama | Thriller,245846,Drama | Thriller,en,5.145655,Worldview Entertainment,Australia,17472,111.0,Released,Strangerland,5.1,83,Nicole Kidman | Joseph Fiennes,2015,Kim Farrant,Macdara Kelleher
10000000,Comedy,25186,Comedy,en,1.728816,Cube Vision | Dimension Films,United States of America,9069,85.0,Released,Janky Promoters,7.0,5,Ice Cube | Mike Epps,2009,Marcus Raboy,
10000000,Comedy | Romance,15017,Comedy | Romance,en,3.064563,Unknown,United States of America,0,93.0,Released,Blonde Ambition,3.9,29,Jessica Simpson | Luke Wilson,2007,Scott Marshall Smith,Justin Berfield
14100000,Crime | Mystery | Thriller,12245,Crime | Mystery | Thriller,en,9.318033,La Fabrique de Films | Telecinco Cinema,Spain | France | United Kingdom,0,107.0,Released,The Oxford Murders,5.7,188,Elijah Wood | John Hurt,2008,Álex de la Iglesia,Álvaro Augustín
0,Drama | Horror | Thriller,49787,Drama | Horror | Thriller,en,7.245108,Lightning Entertainment | Screen Australia | Screen NSW | ProdigyMovies | Mysterious Light,Australia,0,94.0,Released,The Reef,5.4,130,Adrienne Pickering | Zoe Naylor,2010,Andrew Traucki,Andrew Traucki
0,Comedy | Drama,16358,Comedy | Drama,en,9.085482,Myriad Pictures | Artisan Entertainment | Eulogy Productions LLC | Ovation Entertainment,Germany | United Kingdom | United States of America,0,91.0,Released,Eulogy,6.4,34,Hank Azaria | Jesse Bradford,2004,Michael Clancy,Richard Barton Lewis
0,Thriller | Drama | Horror | Fantasy,7006,Thriller | Drama | Horror | Fantasy,en,6.814247,Brightlight Pictures | Gold Circle Films,Canada | United States of America,0,99.0,Released,White Noise 2: The Light,5.6,80,Nathan Fillion | Katee Sackhoff,2007,Patrick Lussier,Shawn Williamson
10000000,Music | Drama,66767,Music | Drama,en,2.873796,The Harold Greenberg Fund | Ontario Media Development Corporation (OMDC) | Telefilm Canada - Equity Investment Program | Inner City Films,Canada,0,91.0,Released,Beat the World,4.3,16,Tyrone Brown | Mishael Morgan,2011,Robert Adetuyi,Amos Adetuyi
0,Action | Thriller,17622,Action | Thriller,en,4.481897,Téléfilm Canada | Brightlight Pictures | Canadian Film or Video Production Tax Credit (CPTC) | Future Films | Handmade International | Future Films Production Services | Altitude Entertainment | SBK Pictures | Skogland Films | Northern Ireland Screen | Grove Media Finance | Horizon Media Fund,Canada | United Kingdom,0,117.0,Released,Fifty Dead Men Walking,6.1,35,Ben Kingsley | Jim Sturgess,2008,Kari Skogland,Stephen Margolis
0,Family | Animation | Adventure,283671,Family | Animation | Adventure,en,1.413934,Wonderworld Studios | Animation Picture Company | Avikoo Studios,Mexico | South Korea,0,85.0,Released,Jungle Shuffle,6.5,1,Drake Bell | Rob Schneider,2014,Taedong Park,
10000000,Drama | War,18516,Drama | War,en,2.574014,3L Filmproduktion GmbH | Bleiberg Entertainment | Adam Productions | July August Productions,Germany | Israel | United States of America,0,106.0,Released,Adam Resurrected,6.4,22,Jeff Goldblum | Willem Dafoe,2008,Paul Schrader,Ehud Bleiberg
10,Drama | Romance | Comedy,217708,Drama | Romance | Comedy,is,1.617943,Filmhuset Gruppen | Leiknar Myndir,Norway | Iceland,11,85.0,Released,Of Horses and Men,6.9,26,Ingvar Eggert Sigurðsson | Charlotte Bøving,2013,Benedikt Erlingsson,Friðrik Þór Friðriksson
0,Comedy | Romance,42057,Comedy | Romance,en,1.259968,Studio 18 | Bend It Films | Indian Film Company,United Kingdom,0,99.0,Released,It's a Wonderful Afterlife,4.3,9,Shabana Azmi | Goldy Notay,2010,Gurinder Chadha,Gurinder Chadha
10000000,Action | Horror | Thriller | Science Fiction,17577,Action | Horror | Thriller | Science Fiction,en,5.099472,Ice Cold Productions | Empyreal Entertainment | Ringleader Studios,United States of America,0,90.0,Released,The Devil's Tomb,4.0,53,Cuba Gooding Jr. | Ray Winstone,2009,Jason Connery,Sid Sheinberg
0,Drama | Foreign | Romance,14608,Drama | Foreign | Romance,en,2.131524,Partition Films%2C Inc. | Khussro Films,Canada | South Africa | United Kingdom,0,116.0,Released,Partition,6.4,6,Kristin Kreuk | Jimi Mistry,2007,Vic Sarin,
0,Comedy,34417,Comedy,en,0.304566,Shadowlight Productions,United States of America,0,85.0,Released,Good Intentions,5.0,6,Luke Perry | LeAnn Rimes,2010,Jim Issa,
10000000,Action | Adventure | Comedy | Western,15067,Action | Adventure | Comedy | Western,ko,11.847324,Cineclick Asia | CJ Entertainment | Grimm Pictures | Barunson,South Korea,0,130.0,Released,"The Good, The Bad, The Weird",7.1,193,Song Kang-ho | Lee Byung-hun,2008,Kim Jee-woon,
10,Horror | Thriller,78383,Horror | Thriller,en,10.013629,Lions Gate | Lions Gate Entertainments,United States of America,10000000,99.0,Released,Nurse 3-D,4.9,119,Paz de la Huerta | Katrina Bowden,2013,Douglas Aarniokoski,John Sacchi
10000000,Drama | Action | Comedy | Western,43090,Drama | Action | Comedy | Western,en,3.753703,Rhombus Media | Téléfilm Canada | The Harold Greenberg Fund | Brightlight Pictures | Alliance Films | Astral Media | Corus Entertainment | Gunless Productions,Canada,0,89.0,Released,Gunless,6.7,27,Sienna Guillory | Tyler Mane,2010,William Phillips,Niv Fichman
9500000,Comedy,16614,Comedy,en,19.978021,Miramax Films | Sidney Kimmel Entertainment | This Is That Productions,United States of America,17164377,107.0,Released,Adventureland,6.4,737,Jesse Eisenberg | Kristen Stewart,2009,Greg Mottola,Ted Hope
9600000,Drama | Romance,9700,Drama | Romance,en,3.588529,Lions Gate Films,United States of America,4386236,144.0,Released,The Lost City,6.0,24,Andy García | Richard Bradford,2005,Andy García,Andy García
11000000,Comedy,10471,Comedy,en,9.337388,New Line Cinema,United States of America,59827328,98.0,Released,Next Friday,6.4,135,Ice Cube | Mike Epps,2000,Steve Carr,Ice Cube
10000000,Action,250066,Action,en,11.431434,NGN Productions | Glacier Films | Maple Leaf Finance Primeredian Entertainment,Canada | Luxembourg,0,94.0,Released,American Heist,4.3,158,Hayden Christensen | Adrien Brody,2014,Sarik Andreasyan,Sarik Andreasyan
9500000,Action | Thriller | Adventure,667,Action | Thriller | Adventure,en,28.675891,Eon Productions,United Kingdom,111584787,117.0,Released,You Only Live Twice,6.5,531,Sean Connery | Akiko Wakabayashi,1967,Lewis Gilbert,Albert R. Broccoli
10,Drama | Action | Comedy | Crime,208869,Drama | Action | Comedy | Crime,en,9.70276,Gateway Films,United Kingdom,0,102.0,Released,Plastic,6.1,86,Ed Speleers | Will Poulter,2014,Julian Gilbey,
8900000,Drama | Romance,86837,Drama | Romance,fr,17.151293,Les Films du Losange | Wega Film | X-Filme Creative Pool,France | Austria | Germany,19839492,127.0,Released,Amour,7.5,400,Emmanuelle Riva | Jean-Louis Trintignant,2012,Michael Haneke,Uwe Schott
10500000,Horror | Thriller,10306,Horror | Thriller,en,11.225044,Metro-Goldwyn-Mayer (MGM),United States of America,14144000,98.0,Released,Poltergeist III,4.5,123,Tom Skerritt | Nancy Allen,1988,Gary Sherman,Barry Bernardi
9500000,Horror | Science Fiction,106845,Horror | Science Fiction,en,5.346205,Signature Pictures | After Dark Films | Midsummer Films,United States of America,0,87.0,Released,Re-Kill,4.9,34,Roger Cross | Scott Adkins,2015,Valeri Milev,
12899867,Comedy | Drama | Romance,219,Comedy | Drama | Romance,es,19.747809,El Deseo,Spain,85582407,121.0,Released,Volver,7.3,406,Penélope Cruz | Carmen Maura,2006,Pedro Almodóvar,Esther García
